K;covariance;silhouette;Cal-Harabasz;BIC;DBCV;perplexity;wordEmbedding;docEmbedding;docEmbedding2
10;tied;0.3611601782073062;8751.795698612055;183893.0978545031;-0.806330710928204;75;glove;WMD;Distance
8;diag;0.35878980644802577;8123.020136962777;183938.7670367988;-0.8016661777271815;75;glove;WMD;Distance
9;diag;0.3717899437446833;8705.867181165464;183939.9084427225;-0.8064856275791977;75;glove;WMD;Distance
9;spherical;0.34887793682062224;8333.900531224708;183942.1131540306;-0.8118259397187599;75;glove;WMD;Distance
9;tied;0.37168799973199096;8801.531458602904;183970.92499915307;-0.8375618452982664;75;glove;WMD;Distance
8;tied;0.36698402836543004;8721.309475535432;184013.12495503068;-0.8600776320774368;75;glove;WMD;Distance
7;diag;0.3219760078842463;6975.898287310685;184019.31455255664;-0.8188146701774557;75;glove;WMD;Distance
8;spherical;0.36491992104631493;8711.956166348502;184050.34770297818;-0.8178644152742951;75;glove;WMD;Distance
6;full;0.36994321724044565;7943.221627796119;184117.58231387162;-0.8298123041079446;75;glove;WMD;Distance
6;diag;0.3578141412790727;7600.802723570651;184166.07567858943;-0.8539426485651701;75;glove;WMD;Distance
7;spherical;0.3680946969538831;8343.184993417282;184311.62116074277;-0.8175332954772119;75;glove;WMD;Distance
7;tied;0.3703821468045772;8477.282246204557;184382.79086529164;-0.8142216312531636;75;glove;WMD;Distance
5;full;0.3508438053715918;7861.374538164547;184383.17834765275;-0.8666337722870423;75;glove;WMD;Distance
6;spherical;0.336376075104653;7664.579067868025;184405.0311898618;-0.8072824901830051;75;glove;WMD;Distance
5;diag;0.3463807382235041;7752.741580243798;184415.61541344054;-0.8260134068811511;75;glove;WMD;Distance
6;tied;0.3411466735318062;7852.074136630051;184462.70731397218;-0.8555512215057034;75;glove;WMD;Distance
4;diag;0.3672555701366873;7871.875568117284;184543.28627256746;-0.8379572979859952;75;glove;WMD;Distance
4;full;0.36853355056945447;7922.937575493127;184587.94854235326;-0.8352927765907866;75;glove;WMD;Distance
5;tied;0.34423424864789676;7804.057136347992;184599.70732267958;-0.840037540506898;75;glove;WMD;Distance
5;spherical;0.35591409947018293;8205.997426081913;184846.13030691125;-0.8402874741802023;75;glove;WMD;Distance
3;full;0.3920902629348588;8116.479773278246;185001.10706966178;-0.8297812154610296;75;glove;WMD;Distance
4;tied;0.3498393513525968;7670.955432925874;185088.15103794466;-0.8840715624400677;75;glove;WMD;Distance
4;spherical;0.36902119579978926;8017.245555931514;185094.89926574277;-0.8620184823519708;75;glove;WMD;Distance
3;diag;0.389244963012916;7975.891199552639;185108.4431678609;-0.8404117924640722;75;glove;WMD;Distance
3;spherical;0.38972383964136276;8077.122525239177;185417.23761581245;-0.8451692457634044;75;glove;WMD;Distance
3;tied;0.39153524241135124;8126.6507490298645;185425.9029469231;-0.8574497395736403;75;glove;WMD;Distance
2;full;0.38098299599196267;7142.140150393698;185669.7041634675;-0.8352773394356878;75;glove;WMD;Distance
2;diag;0.37946517132361907;7088.822094252639;185771.21683973566;-0.8577648411558121;75;glove;WMD;Distance
2;tied;0.38112580658692596;7148.16066216507;185789.1736233734;-0.8246805897353926;75;glove;WMD;Distance
2;spherical;0.37801626667439986;7054.908592301714;186119.29272910274;-0.8619070038628404;75;glove;WMD;Distance
12;full;0.3039704516948364;6447.811951425971;176938.9700380444;-0.7757952209792083;100;glove;WMD;Distance
14;diag;0.32859930245809066;7648.220644149171;176996.52714795008;-0.7869235881901753;100;glove;WMD;Distance
14;spherical;0.3416139999135185;7980.343938107964;177011.2412542955;-0.7874661888755367;100;glove;WMD;Distance
13;full;0.3360755816384273;7753.971334506591;177013.52645311225;-0.7572398603384707;100;glove;WMD;Distance
14;full;0.33581066777078195;7728.3631662698945;177023.86165211658;-0.7937742343906542;100;glove;WMD;Distance
13;spherical;0.34454355580740886;8257.13762242263;177110.03729457426;-0.7720920363991851;100;glove;WMD;Distance
12;spherical;0.352559517204252;8045.851591721102;177113.8841841941;-0.7564998543088675;100;glove;WMD;Distance
13;diag;0.3413409059743505;8095.545700274236;177114.75495479212;-0.8004714493497785;100;glove;WMD;Distance
11;full;0.3280885680059619;7298.936146347846;177125.2621444803;-0.7852106634761592;100;glove;WMD;Distance
12;diag;0.3524900289930743;8030.892638225483;177141.27605586778;-0.7700075976313383;100;glove;WMD;Distance
10;full;0.3365986796663965;7489.858741508209;177201.38178345838;-0.8010913725678767;100;glove;WMD;Distance
9;full;0.3306719061433712;7170.071015494572;177239.28346757698;-0.7833678372049115;100;glove;WMD;Distance
11;diag;0.365882562541738;8521.82652720004;177329.68550746463;-0.7723933363068503;100;glove;WMD;Distance
10;diag;0.3381351325788834;7434.72746852329;177343.46682351985;-0.7800418057450135;100;glove;WMD;Distance
14;tied;0.3500182550996362;8558.348799691115;177351.2060745794;-0.7791842544242065;100;glove;WMD;Distance
8;full;0.3407830428572574;7042.808113157923;177352.72046456058;-0.8045710890880091;100;glove;WMD;Distance
9;diag;0.3307008435008505;7571.575155930136;177373.02440237222;-0.7831843964989448;100;glove;WMD;Distance
13;tied;0.3616310847378489;8759.260439469612;177380.7401160171;-0.7583428487113406;100;glove;WMD;Distance
10;spherical;0.3405929416301806;7626.789603112131;177408.7337594915;-0.7966238583473727;100;glove;WMD;Distance
12;tied;0.3614492942212648;8536.989548457872;177442.7756460684;-0.7735962265558692;100;glove;WMD;Distance
11;spherical;0.3630659105419337;8545.519753688775;177498.11492459464;-0.7697085873020273;100;glove;WMD;Distance
11;tied;0.3681221853227534;8670.820084614645;177502.231999765;-0.7804666737473536;100;glove;WMD;Distance
8;diag;0.3433216518800181;7812.696508962641;177503.52342880712;-0.8368678602643792;100;glove;WMD;Distance
9;spherical;0.34070479270380394;7902.268566108153;177562.57673000745;-0.8014466642728129;100;glove;WMD;Distance
10;tied;0.3622307777544292;8520.420691792033;177579.7977260517;-0.7925390395841185;100;glove;WMD;Distance
7;full;0.35849682940472916;7732.487928257726;177641.69177988503;-0.7941140576996506;100;glove;WMD;Distance
9;tied;0.3499218589195637;8230.371587998017;177716.86242771454;-0.8056939681252079;100;glove;WMD;Distance
8;tied;0.3610414126715115;8458.19109015762;177762.99545499118;-0.8041072481034965;100;glove;WMD;Distance
7;diag;0.35824960166001535;7745.503062928053;177766.21892295487;-0.8363042624344761;100;glove;WMD;Distance
8;spherical;0.3616911693810481;8450.785728205077;177812.34344609865;-0.7990458235947315;100;glove;WMD;Distance
6;full;0.36704422657689617;7928.5682703819475;177842.94128216678;-0.8314907348020175;100;glove;WMD;Distance
5;full;0.3464665772729279;7599.010614298655;178013.98756908154;-0.8568722876171683;100;glove;WMD;Distance
7;tied;0.359593075031192;8212.696546744457;178021.1564197464;-0.8113525778403059;100;glove;WMD;Distance
6;diag;0.32885769329896586;7401.456655756939;178067.8856159069;-0.8300869817524984;100;glove;WMD;Distance
7;spherical;0.36634248613525167;8119.869672755969;178074.57834165884;-0.7712649639209855;100;glove;WMD;Distance
6;tied;0.32580103438049773;7408.755810844831;178079.36406932797;-0.8527830618475236;100;glove;WMD;Distance
4;full;0.3583903070591211;7287.277263324034;178203.72379653732;-0.8800776805005736;100;glove;WMD;Distance
5;diag;0.3517120697995103;7462.376803543217;178287.74123005234;-0.8404296791446493;100;glove;WMD;Distance
6;spherical;0.3557796982135941;7854.835438890778;178340.567699377;-0.8738421046507867;100;glove;WMD;Distance
