K;initialisation;nb_iter;tolerance;val_obj;silhouette;Cal-Harabasz;DBCV;clustering;perplexity;wordEmbedding;docEmbedding;docEmbedding2
12;k-means++;10;0.0001;409417.21875;0.38032010325605836;14030.737761478458;-0.571377225780005;kmeans;200;skipgram;Moyenne;TFIDF
12;random;10;0.0001;409448.09375;0.3808910332040387;14029.719041987753;-0.5653699322356194;kmeans;200;skipgram;Moyenne;TFIDF
7;k-means++;10;0.0001;724552.125;0.39376223502554764;13854.288193251541;-0.6588049329170464;kmeans;200;skipgram;Moyenne;TFIDF
7;random;10;0.0001;724728.9375;0.39388059018384874;13851.442296791258;-0.6740121803693846;kmeans;200;skipgram;Moyenne;TFIDF
10;k-means++;10;0.0001;504235.34375;0.37823051720094714;13728.50550543345;-0.5682765021966111;kmeans;200;skipgram;Moyenne;TFIDF
10;random;10;0.0001;504413.6875;0.3792012679754683;13723.139205559935;-0.5714121215076489;kmeans;200;skipgram;Moyenne;TFIDF
8;k-means++;10;0.0001;636553.3125;0.37901842005326863;13702.857367239236;-0.5868365792725432;kmeans;200;skipgram;Moyenne;TFIDF
8;random;10;0.0001;636580.8125;0.378471828230495;13702.437561250497;-0.5992385442246545;kmeans;200;skipgram;Moyenne;TFIDF
9;k-means++;10;0.0001;567038.5625;0.3701916214836954;13603.866711370049;-0.5663078658765407;kmeans;200;skipgram;Moyenne;TFIDF
9;random;10;0.0001;567106.1875;0.36973807969844896;13602.36589150703;-0.5782142825729333;kmeans;200;skipgram;Moyenne;TFIDF
6;k-means++;10;0.0001;868703.4375;0.4078975971634813;13553.194151863745;-0.6060452941228336;kmeans;200;skipgram;Moyenne;TFIDF
6;random;10;0.0001;868736.875;0.408301616745367;13552.363576894028;-0.6004965984737654;kmeans;200;skipgram;Moyenne;TFIDF
4;k-means++;10;0.0001;1362179.75;0.4172372515331289;13261.200678679448;-0.6755661974462677;kmeans;200;skipgram;Moyenne;TFIDF
4;random;10;0.0001;1362204.375;0.4171577386927813;13261.030319009897;-0.6664600317131996;kmeans;200;skipgram;Moyenne;TFIDF
5;random;10;0.0001;1081883.75;0.39407985351027836;13136.861060284391;-0.7182679833626306;kmeans;200;skipgram;Moyenne;TFIDF
5;k-means++;10;0.0001;1081899.875;0.39417120650388376;13136.422700885661;-0.7220538967765986;kmeans;200;skipgram;Moyenne;TFIDF
2;random;10;0.0001;2966657.75;0.4919369808249815;13133.571780418863;-0.7574272151966135;kmeans;200;skipgram;Moyenne;TFIDF
2;k-means++;10;0.0001;2966657.75;0.4919369808249815;13133.571780418863;-0.7574272151966135;kmeans;200;skipgram;Moyenne;TFIDF
3;k-means++;10;0.0001;2020721.375;0.4029741945943384;11862.944457182073;-0.6846956848826005;kmeans;200;skipgram;Moyenne;TFIDF
3;random;10;0.0001;2020829.125;0.4028223405452078;11861.947829506249;-0.7083497545122319;kmeans;200;skipgram;Moyenne;TFIDF
